A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,A13,A14,A15,A16,A17,A18,A19,A20,Class
14.286,4.762,4.762,9.524,4.762,0,14.286,4.762,4.762,4.762,14.286,0,0,0,4.762,4.762,0,4.762,4.762,0,0
4.762,9.524,0,4.762,0,4.762,0,4.762,9.524,4.762,19.048,9.524,0,9.524,0,0,0,0,14.286,4.762,0
9.524,9.524,0,4.762,0,4.762,0,4.762,9.524,4.762,14.286,9.524,0,9.524,0,0,0,0,14.286,4.762,0
14.286,4.762,0,0,14.286,14.286,0,0,0,0,14.286,4.762,9.524,4.762,4.762,9.524,4.762,0,0,0,0
14.286,4.762,9.524,4.762,9.524,9.524,0,4.762,0,4.762,9.524,0,0,4.762,4.762,4.762,4.762,0,4.762,4.762,0
14.286,4.762,14.286,0,0,4.762,0,9.524,4.762,0,14.286,4.762,4.762,0,9.524,4.762,4.762,0,4.762,0,0
0,9.524,14.286,14.286,0,0,4.762,4.762,14.286,0,14.286,0,4.762,0,0,4.762,14.286,0,0,0,0
0,4.762,0,0,23.81,0,9.524,4.762,9.524,0,0,0,14.286,9.524,0,14.286,4.762,0,0,4.762,0
0,9.524,9.524,9.524,0,4.762,0,0,4.762,0,0,9.524,4.762,4.762,14.286,4.762,9.524,0,9.524,4.762,0
0,9.524,9.524,9.524,0,4.762,0,0,4.762,0,0,9.524,0,4.762,14.286,4.762,9.524,4.762,9.524,4.762,0
9.524,4.762,4.762,0,0,9.524,4.762,4.762,0,4.762,9.524,0,4.762,14.286,23.81,0,4.762,0,0,0,0
4.762,9.524,4.762,4.762,4.762,0,0,0,9.524,0,14.286,4.762,9.524,0,14.286,0,9.524,4.762,4.762,0,0
4.762,9.524,0,9.524,4.762,0,0,0,14.286,0,9.524,9.524,9.524,0,9.524,0,9.524,4.762,4.762,0,0
14.286,9.524,0,4.762,0,0,4.762,0,14.286,0,14.286,9.524,9.524,4.762,4.762,0,4.762,0,4.762,0,0
14.286,9.524,0,9.524,0,0,4.762,0,14.286,0,4.762,9.524,4.762,4.762,4.762,4.762,9.524,0,4.762,0,0
9.524,14.286,9.524,0,4.762,0,4.762,0,19.048,0,0,4.762,0,14.286,0,0,9.524,0,9.524,0,0
9.524,9.524,4.762,0,4.762,0,0,0,9.524,0,9.524,0,0,9.524,0,4.762,19.048,0,19.048,0,0
9.524,4.762,4.762,0,14.286,4.762,0,0,0,4.762,4.762,0,0,0,19.048,0,28.571,0,4.762,0,0
4.762,14.286,9.524,0,4.762,4.762,4.762,0,9.524,0,0,9.524,0,4.762,14.286,4.762,0,4.762,9.524,0,0
4.762,14.286,9.524,4.762,4.762,0,4.762,0,4.762,0,0,14.286,0,4.762,14.286,4.762,0,4.762,9.524,0,0
4.762,19.048,9.524,4.762,4.762,0,4.762,0,4.762,0,0,14.286,0,4.762,14.286,0,0,4.762,9.524,0,0
4.762,14.286,9.524,4.762,4.762,0,0,0,9.524,4.762,0,14.286,0,4.762,19.048,0,0,0,9.524,0,0
14.286,4.762,14.286,0,0,4.762,0,0,19.048,4.762,0,0,0,4.762,14.286,0,14.286,0,4.762,0,0
4.762,4.762,14.286,4.762,9.524,9.524,0,0,14.286,0,0,9.524,4.762,9.524,9.524,0,0,0,4.762,0,0
0,4.762,9.524,19.048,0,9.524,4.762,0,4.762,0,0,9.524,0,0,4.762,9.524,0,0,19.048,4.762,0
0,4.762,4.762,4.762,9.524,14.286,0,4.762,14.286,0,14.286,9.524,0,0,14.286,0,4.762,0,0,0,0
0,9.524,4.762,4.762,9.524,0,4.762,4.762,14.286,0,9.524,0,4.762,0,14.286,14.286,4.762,0,0,0,0
0,9.524,4.762,4.762,9.524,0,4.762,4.762,9.524,0,9.524,0,4.762,0,14.286,14.286,4.762,4.762,0,0,0
14.286,4.762,0,4.762,0,4.762,4.762,0,14.286,4.762,14.286,0,4.762,4.762,14.286,9.524,0,0,0,0,0
14.286,4.762,0,9.524,0,0,0,4.762,4.762,4.762,9.524,9.524,0,4.762,9.524,4.762,4.762,0,14.286,0,0
19.048,9.524,4.762,4.762,4.762,4.762,0,0,9.524,0,0,0,0,9.524,9.524,0,4.762,4.762,9.524,4.762,0
14.286,9.524,4.762,4.762,9.524,0,4.762,4.762,9.524,0,4.762,0,0,9.524,4.762,0,4.762,4.762,9.524,0,0
4.762,4.762,0,0,9.524,0,4.762,4.762,4.762,0,4.762,9.524,4.762,19.048,0,19.048,0,4.762,4.762,0,0
0,9.524,14.286,0,14.286,0,9.524,4.762,19.048,0,4.762,0,4.762,4.762,0,0,9.524,0,0,4.762,0
0,9.524,14.286,0,9.524,4.762,9.524,4.762,9.524,0,4.762,4.762,4.762,4.762,0,0,19.048,0,0,0,0
0,4.762,23.81,0,0,9.524,4.762,0,0,0,4.762,14.286,0,9.524,0,14.286,14.286,0,0,0,0
0,4.762,4.762,0,14.286,9.524,4.762,9.524,0,0,9.524,9.524,0,9.524,0,9.524,9.524,0,4.762,0,0
4.762,4.762,4.762,4.762,9.524,14.286,4.762,4.762,4.762,4.762,9.524,4.762,0,0,4.762,4.762,4.762,4.762,4.762,0,0
4.762,4.762,19.048,28.571,0,4.762,0,0,0,0,9.524,0,0,23.81,0,0,0,4.762,0,0,0
0,9.524,9.524,0,19.048,4.762,0,4.762,9.524,0,4.762,0,19.048,4.762,4.762,0,0,4.762,4.762,0,0
4.762,9.524,9.524,0,23.81,9.524,0,4.762,4.762,0,0,0,14.286,4.762,4.762,0,0,4.762,4.762,0,0
0,9.524,4.762,9.524,4.762,9.524,9.524,0,4.762,0,4.762,9.524,9.524,4.762,4.762,4.762,0,0,9.524,0,0
0,9.524,9.524,9.524,4.762,4.762,14.286,4.762,0,0,4.762,4.762,4.762,4.762,4.762,14.286,0,0,4.762,0,0
0,4.762,0,9.524,4.762,0,4.762,0,23.81,0,4.762,0,0,14.286,9.524,9.524,4.762,4.762,0,4.762,0
0,4.762,9.524,4.762,0,9.524,9.524,0,14.286,4.762,4.762,14.286,4.762,0,4.762,0,0,4.762,4.762,4.762,0
14.286,4.762,4.762,0,0,0,4.762,0,4.762,4.762,0,19.048,0,9.524,9.524,0,9.524,0,9.524,4.762,0
9.524,4.762,9.524,4.762,4.762,9.524,4.762,0,14.286,4.762,4.762,0,9.524,0,4.762,9.524,4.762,0,0,0,0
4.762,4.762,4.762,9.524,0,4.762,23.81,0,4.762,0,9.524,0,9.524,4.762,4.762,4.762,0,0,9.524,0,0
0,4.762,4.762,4.762,0,9.524,0,4.762,9.524,0,9.524,4.762,9.524,9.524,9.524,9.524,0,0,9.524,0,0
0,4.762,9.524,4.762,0,0,0,4.762,14.286,9.524,14.286,0,14.286,0,4.762,4.762,14.286,0,0,0,0
9.524,4.762,19.048,4.762,4.762,0,4.762,0,14.286,0,19.048,4.762,9.524,0,4.762,0,0,0,0,0,0
9.524,4.762,23.81,0,0,0,0,4.762,4.762,0,9.524,0,14.286,0,4.762,9.524,4.762,0,9.524,0,0
19.048,4.762,19.048,4.762,0,0,4.762,0,4.762,0,9.524,0,9.524,0,9.524,9.524,4.762,0,0,0,0
23.81,4.762,19.048,0,0,0,0,4.762,4.762,4.762,4.762,0,9.524,0,4.762,0,4.762,4.762,9.524,0,0
9.524,4.762,28.571,0,0,0,0,0,9.524,4.762,14.286,0,19.048,0,0,4.762,4.762,0,0,0,0
9.524,4.762,14.286,4.762,0,0,0,0,9.524,0,9.524,0,28.571,0,9.524,4.762,0,0,4.762,0,0
23.81,4.762,9.524,0,0,0,0,4.762,4.762,0,19.048,0,19.048,4.762,4.762,0,0,0,4.762,0,0
9.524,4.762,9.524,0,4.762,0,0,4.762,9.524,0,14.286,0,9.524,0,4.762,9.524,14.286,0,4.762,0,0
0,4.762,9.524,14.286,9.524,4.762,0,0,0,4.762,4.762,4.762,9.524,9.524,4.762,4.762,4.762,4.762,0,4.762,0
4.762,9.524,4.762,0,0,0,4.762,4.762,4.762,0,14.286,4.762,9.524,14.286,0,9.524,4.762,0,4.762,4.762,0
0,9.524,4.762,0,0,0,0,4.762,4.762,0,14.286,4.762,0,19.048,14.286,9.524,4.762,0,4.762,4.762,0
4.762,4.762,4.762,4.762,4.762,4.762,0,0,9.524,4.762,0,0,0,19.048,9.524,14.286,14.286,0,0,0,0
9.524,9.524,4.762,4.762,23.81,0,4.762,0,4.762,0,4.762,4.762,0,4.762,4.762,9.524,9.524,0,0,0,0
9.524,9.524,0,4.762,19.048,0,9.524,0,9.524,0,4.762,4.762,0,0,4.762,9.524,14.286,0,0,0,0
0,9.524,14.286,4.762,9.524,9.524,0,0,4.762,0,4.762,4.762,4.762,9.524,0,9.524,4.762,0,4.762,4.762,0
0,9.524,9.524,9.524,9.524,9.524,0,0,4.762,0,4.762,4.762,4.762,9.524,0,9.524,4.762,0,4.762,4.762,0
4.762,4.762,4.762,4.762,9.524,4.762,9.524,4.762,4.762,0,14.286,4.762,4.762,4.762,4.762,14.286,0,0,0,0,0
0,4.762,0,23.81,0,0,14.286,0,0,0,9.524,0,0,0,9.524,14.286,0,0,23.81,0,0
14.286,4.762,0,0,0,4.762,9.524,0,14.286,0,4.762,4.762,0,0,4.762,0,19.048,0,19.048,0,0
4.762,9.524,19.048,0,0,9.524,0,0,19.048,9.524,14.286,0,4.762,0,0,4.762,0,0,4.762,0,0
4.762,9.524,19.048,0,0,4.762,0,0,19.048,9.524,19.048,0,4.762,0,0,4.762,0,0,4.762,0,0
14.286,4.762,14.286,0,0,0,14.286,0,4.762,4.762,14.286,4.762,4.762,4.762,0,4.762,9.524,0,0,0,0
0,4.762,0,4.762,4.762,19.048,0,0,9.524,0,0,4.762,14.286,19.048,0,4.762,4.762,0,9.524,0,0
9.524,4.762,4.762,4.762,9.524,0,14.286,0,4.762,9.524,9.524,0,9.524,0,0,4.762,9.524,0,4.762,0,0
0,4.762,0,0,14.286,4.762,0,0,0,4.762,14.286,4.762,4.762,19.048,4.762,4.762,4.762,4.762,9.524,0,0
9.524,4.762,4.762,9.524,4.762,0,4.762,4.762,4.762,4.762,9.524,4.762,4.762,0,0,9.524,0,4.762,4.762,9.524,0
0,4.762,9.524,4.762,4.762,4.762,9.524,4.762,14.286,4.762,9.524,9.524,0,0,0,19.048,0,0,0,0,0
0,4.762,0,14.286,0,9.524,4.762,4.762,0,9.524,19.048,4.762,0,0,9.524,9.524,4.762,0,0,4.762,0
14.286,9.524,0,4.762,0,0,14.286,4.762,4.762,0,9.524,9.524,0,4.762,9.524,0,9.524,0,4.762,0,0
0,4.762,4.762,0,9.524,4.762,0,0,9.524,0,19.048,0,9.524,9.524,0,9.524,9.524,0,4.762,4.762,0
14.286,4.762,14.286,0,0,4.762,4.762,0,9.524,0,19.048,0,0,14.286,0,4.762,0,0,4.762,4.762,0
4.762,4.762,4.762,9.524,4.762,0,4.762,4.762,4.762,0,28.571,9.524,4.762,4.762,0,0,4.762,0,4.762,0,0
0,4.762,4.762,0,4.762,4.762,9.524,4.762,14.286,0,9.524,0,4.762,9.524,0,4.762,4.762,0,14.286,4.762,0
19.048,4.762,23.81,9.524,0,4.762,4.762,0,0,0,4.762,0,0,4.762,4.762,4.762,4.762,0,0,9.524,0
0,9.524,4.762,0,14.286,0,9.524,0,19.048,4.762,0,0,4.762,9.524,4.762,0,4.762,4.762,9.524,0,0
0,9.524,0,0,4.762,0,14.286,0,14.286,4.762,9.524,4.762,4.762,9.524,14.286,0,0,4.762,4.762,0,0
4.762,4.762,9.524,0,4.762,4.762,4.762,0,19.048,0,19.048,0,4.762,0,4.762,9.524,9.524,0,0,0,0
0,4.762,4.762,0,19.048,4.762,4.762,0,4.762,0,9.524,0,4.762,0,9.524,4.762,9.524,0,14.286,4.762,0
9.524,4.762,9.524,4.762,9.524,0,14.286,0,4.762,9.524,9.524,0,0,4.762,0,9.524,4.762,0,4.762,0,0
4.762,4.762,0,9.524,9.524,0,4.762,4.762,4.762,9.524,14.286,0,4.762,4.762,9.524,4.762,0,0,0,9.524,0
14.286,4.762,0,4.762,4.762,4.762,9.524,0,9.524,0,9.524,9.524,0,0,9.524,0,9.524,0,9.524,0,0
0,4.762,4.762,4.762,0,0,4.762,14.286,4.762,0,9.524,9.524,0,4.762,4.762,4.762,0,0,14.286,14.286,0
0,4.762,0,0,9.524,4.762,0,0,4.762,4.762,4.762,0,9.524,14.286,19.048,0,19.048,0,0,4.762,0
14.286,9.524,0,4.762,0,4.762,0,0,14.286,0,9.524,4.762,14.286,4.762,4.762,4.762,4.762,0,0,4.762,0
0,4.762,9.524,0,9.524,0,4.762,0,0,9.524,9.524,0,14.286,4.762,14.286,9.524,4.762,0,4.762,0,0
4.762,4.762,0,9.524,0,4.762,9.524,9.524,0,4.762,9.524,0,0,9.524,9.524,4.762,9.524,0,4.762,4.762,0
4.762,4.762,4.762,4.762,0,4.762,9.524,4.762,4.762,0,0,14.286,4.762,14.286,4.762,0,4.762,0,9.524,4.762,0
4.762,4.762,4.762,4.762,0,4.762,9.524,0,19.048,0,0,9.524,4.762,0,9.524,0,4.762,0,14.286,4.762,0
19.048,4.762,4.762,4.762,0,4.762,4.762,4.762,4.762,0,14.286,9.524,0,0,9.524,0,14.286,0,0,0,0
9.524,4.762,9.524,0,0,9.524,4.762,4.762,4.762,0,9.524,9.524,4.762,4.762,9.524,4.762,0,0,4.762,4.762,0
9.524,9.524,4.762,4.762,14.286,9.524,4.762,0,4.762,0,9.524,0,0,4.762,0,9.524,4.762,0,9.524,0,0
9.524,9.524,4.762,0,0,9.524,14.286,9.524,4.762,4.762,4.762,9.524,0,0,4.762,4.762,4.762,0,0,4.762,0
19.048,9.524,4.762,0,0,4.762,14.286,0,4.762,0,4.762,9.524,0,4.762,4.762,4.762,4.762,0,9.524,0,0
9.524,4.762,4.762,0,4.762,9.524,9.524,0,9.524,0,19.048,4.762,4.762,0,4.762,0,0,0,4.762,9.524,0
4.762,4.762,9.524,4.762,4.762,0,4.762,0,9.524,9.524,9.524,0,0,9.524,0,0,19.048,0,4.762,4.762,0
4.762,4.762,0,0,4.762,9.524,0,4.762,9.524,0,9.524,4.762,19.048,0,4.762,9.524,4.762,0,9.524,0,0
4.762,4.762,4.762,0,4.762,9.524,9.524,4.762,4.762,0,14.286,4.762,9.524,0,4.762,9.524,4.762,0,4.762,0,0
9.524,9.524,4.762,4.762,0,9.524,4.762,0,9.524,4.762,4.762,0,14.286,4.762,9.524,0,0,0,4.762,4.762,0
4.762,9.524,4.762,4.762,4.762,9.524,9.524,0,9.524,4.762,4.762,0,9.524,4.762,9.524,0,0,0,4.762,4.762,0
0,4.762,14.286,0,0,14.286,4.762,0,9.524,0,9.524,4.762,9.524,14.286,0,0,9.524,0,4.762,0,0
4.762,4.762,9.524,9.524,4.762,4.762,9.524,4.762,0,0,0,9.524,0,14.286,9.524,0,4.762,0,9.524,0,0
19.048,4.762,4.762,4.762,9.524,0,9.524,0,14.286,4.762,4.762,0,4.762,0,4.762,4.762,9.524,0,0,0,0
4.762,4.762,0,4.762,14.286,4.762,4.762,0,4.762,0,0,0,4.762,4.762,9.524,14.286,0,0,14.286,9.524,0
4.762,4.762,9.524,9.524,9.524,4.762,4.762,9.524,0,0,4.762,0,4.762,0,9.524,9.524,4.762,0,0,9.524,0
4.762,4.762,4.762,4.762,9.524,4.762,0,0,14.286,4.762,4.762,4.762,0,4.762,4.762,4.762,4.762,4.762,4.762,9.524,0
0,4.762,9.524,0,9.524,4.762,0,0,9.524,4.762,0,14.286,9.524,0,0,4.762,4.762,0,14.286,9.524,0
4.762,4.762,0,0,14.286,4.762,14.286,0,4.762,0,0,0,9.524,4.762,4.762,4.762,14.286,0,14.286,0,0
0,4.762,19.048,0,14.286,9.524,4.762,0,4.762,0,4.762,0,0,4.762,14.286,9.524,0,0,4.762,4.762,0
4.762,4.762,4.762,0,4.762,4.762,4.762,4.762,4.762,4.762,19.048,0,0,9.524,4.762,9.524,4.762,0,9.524,0,0
4.762,9.524,9.524,4.762,0,14.286,14.286,0,0,9.524,0,4.762,0,4.762,9.524,0,9.524,0,0,4.762,0
0,9.524,9.524,0,4.762,14.286,9.524,0,0,4.762,0,4.762,0,4.762,4.762,4.762,9.524,0,4.762,14.286,0
0,4.762,9.524,4.762,0,9.524,4.762,4.762,0,4.762,4.762,0,9.524,19.048,0,0,4.762,0,9.524,9.524,0
4.762,9.524,9.524,28.571,19.048,0,4.762,0,0,0,4.762,9.524,0,4.762,0,0,0,0,0,4.762,0
4.762,9.524,14.286,19.048,9.524,0,4.762,0,0,0,9.524,9.524,0,4.762,0,4.762,4.762,0,0,4.762,0
4.762,4.762,0,9.524,0,4.762,9.524,4.762,14.286,0,4.762,4.762,4.762,0,4.762,0,4.762,0,19.048,4.762,0
9.524,9.524,4.762,0,14.286,14.286,0,4.762,0,0,4.762,0,0,4.762,4.762,23.81,0,0,4.762,0,0
4.762,9.524,9.524,0,4.762,14.286,0,4.762,0,0,9.524,0,0,4.762,4.762,23.81,4.762,0,4.762,0,0
4.762,9.524,0,4.762,14.286,9.524,14.286,0,4.762,14.286,0,0,0,4.762,0,4.762,4.762,0,4.762,4.762,0
19.048,14.286,4.762,4.762,9.524,9.524,14.286,0,0,0,0,0,0,4.762,0,0,9.524,0,4.762,4.762,0
19.048,9.524,9.524,4.762,4.762,9.524,14.286,0,4.762,0,0,4.762,0,9.524,0,0,9.524,0,0,0,0
9.524,4.762,19.048,0,9.524,4.762,4.762,4.762,4.762,9.524,9.524,4.762,0,0,0,9.524,4.762,0,0,0,0
0,4.762,4.762,4.762,9.524,9.524,9.524,0,0,0,14.286,9.524,4.762,4.762,4.762,0,14.286,0,4.762,0,0
4.762,4.762,4.762,0,4.762,4.762,4.762,4.762,14.286,0,14.286,4.762,0,4.762,0,4.762,4.762,0,9.524,9.524,0
28.571,4.762,9.524,0,4.762,0,9.524,4.762,4.762,4.762,9.524,0,4.762,0,4.762,4.762,4.762,0,0,0,0
4.762,4.762,0,0,9.524,4.762,4.762,14.286,0,0,9.524,9.524,4.762,14.286,4.762,0,14.286,0,0,0,0
0,4.762,4.762,0,9.524,0,4.762,0,4.762,4.762,4.762,0,9.524,14.286,9.524,4.762,9.524,4.762,4.762,4.762,0
4.762,4.762,19.048,4.762,4.762,4.762,14.286,4.762,0,4.762,14.286,0,4.762,0,0,4.762,4.762,0,4.762,0,0
4.762,4.762,19.048,14.286,4.762,0,9.524,0,9.524,0,9.524,0,4.762,0,0,9.524,4.762,0,4.762,0,0
9.524,9.524,4.762,4.762,0,0,4.762,0,4.762,4.762,9.524,9.524,4.762,4.762,14.286,0,0,0,9.524,4.762,0
9.524,9.524,4.762,4.762,0,0,9.524,0,4.762,9.524,4.762,9.524,0,0,14.286,0,4.762,0,9.524,4.762,0
14.286,4.762,4.762,0,0,4.762,4.762,0,9.524,4.762,4.762,0,4.762,9.524,9.524,4.762,9.524,0,9.524,0,0
0,4.762,4.762,4.762,0,9.524,4.762,4.762,4.762,0,4.762,14.286,9.524,0,9.524,4.762,0,4.762,4.762,9.524,0
0,4.762,4.762,4.762,0,0,9.524,0,14.286,0,9.524,4.762,0,4.762,0,4.762,19.048,4.762,9.524,4.762,0
4.762,4.762,4.762,9.524,0,4.762,9.524,0,4.762,4.762,4.762,4.762,14.286,4.762,4.762,9.524,0,0,0,9.524,0
4.762,4.762,9.524,0,4.762,0,4.762,4.762,14.286,4.762,0,4.762,4.762,9.524,0,4.762,9.524,0,9.524,4.762,0
4.762,4.762,23.81,9.524,0,14.286,0,0,4.762,4.762,0,0,4.762,0,0,0,4.762,4.762,14.286,4.762,0
0,4.762,23.81,0,0,0,9.524,0,4.762,0,0,4.762,0,0,9.524,14.286,14.286,0,9.524,4.762,0
0,4.762,14.286,9.524,0,4.762,9.524,4.762,4.762,4.762,9.524,0,0,0,9.524,4.762,9.524,0,4.762,4.762,0
4.762,4.762,14.286,0,0,4.762,9.524,0,4.762,4.762,9.524,4.762,4.762,9.524,0,4.762,0,0,4.762,14.286,0
4.762,4.762,4.762,4.762,0,0,4.762,0,4.762,4.762,9.524,4.762,19.048,0,0,0,0,9.524,9.524,14.286,0
14.286,4.762,14.286,9.524,4.762,4.762,0,0,19.048,0,14.286,0,0,0,0,9.524,4.762,0,0,0,0
0,4.762,4.762,14.286,4.762,4.762,4.762,0,4.762,0,19.048,9.524,4.762,0,0,9.524,0,4.762,4.762,4.762,0
9.524,4.762,4.762,4.762,0,0,0,0,4.762,4.762,19.048,0,9.524,4.762,0,4.762,19.048,0,4.762,4.762,0
4.762,4.762,4.762,9.524,9.524,19.048,0,0,0,4.762,9.524,4.762,9.524,0,0,4.762,4.762,0,9.524,0,0
9.524,9.524,4.762,4.762,19.048,9.524,4.762,0,0,4.762,4.762,0,9.524,0,0,4.762,0,4.762,9.524,0,0
4.762,9.524,14.286,4.762,14.286,9.524,0,0,0,0,9.524,4.762,4.762,0,0,9.524,0,4.762,9.524,0,0
4.762,4.762,4.762,4.762,0,0,4.762,0,14.286,0,9.524,9.524,4.762,4.762,9.524,0,9.524,0,9.524,4.762,0
4.762,4.762,4.762,4.762,0,9.524,4.762,4.762,9.524,0,9.524,4.762,9.524,4.762,14.286,0,0,0,4.762,4.762,0
4.762,4.762,19.048,0,0,0,9.524,0,4.762,4.762,9.524,0,9.524,9.524,4.762,0,4.762,0,14.286,0,0
4.762,4.762,14.286,4.762,9.524,0,0,0,9.524,4.762,14.286,0,4.762,0,0,4.762,9.524,0,4.762,9.524,0
9.524,4.762,4.762,4.762,4.762,4.762,0,0,4.762,4.762,9.524,0,0,0,9.524,4.762,9.524,4.762,14.286,4.762,0
0,4.762,4.762,4.762,4.762,4.762,4.762,9.524,0,9.524,23.81,0,4.762,0,9.524,9.524,4.762,0,0,0,0
14.286,4.762,0,0,4.762,4.762,0,9.524,0,4.762,9.524,14.286,9.524,0,9.524,4.762,0,0,4.762,4.762,0
4.762,4.762,4.762,0,14.286,0,0,4.762,9.524,4.762,14.286,0,0,14.286,4.762,0,9.524,4.762,4.762,0,0
0,4.762,9.524,4.762,4.762,4.762,0,4.762,4.762,0,14.286,4.762,0,4.762,0,9.524,9.524,0,9.524,9.524,0
0,4.762,4.762,14.286,4.762,4.762,4.762,0,9.524,4.762,19.048,4.762,4.762,4.762,0,0,0,4.762,9.524,0,0
4.762,4.762,4.762,4.762,9.524,4.762,4.762,0,9.524,0,4.762,4.762,4.762,19.048,0,9.524,4.762,0,4.762,0,0
4.762,4.762,4.762,9.524,4.762,4.762,9.524,0,9.524,4.762,9.524,4.762,0,0,4.762,14.286,4.762,0,4.762,0,0
9.524,4.762,14.286,4.762,14.286,0,0,0,9.524,9.524,9.524,0,9.524,0,0,0,9.524,0,0,4.762,0
14.286,4.762,0,4.762,4.762,9.524,0,0,0,0,9.524,9.524,0,4.762,9.524,4.762,9.524,9.524,4.762,0,0
9.524,4.762,4.762,0,0,4.762,4.762,14.286,0,0,4.762,4.762,9.524,4.762,9.524,4.762,4.762,0,14.286,0,0
14.286,4.762,9.524,4.762,4.762,0,4.762,0,4.762,0,23.81,0,0,0,9.524,0,9.524,4.762,4.762,0,0
19.048,4.762,4.762,0,4.762,0,9.524,0,4.762,4.762,4.762,4.762,4.762,4.762,4.762,4.762,0,4.762,9.524,4.762,0
23.81,4.762,0,4.762,4.762,4.762,9.524,0,4.762,4.762,9.524,4.762,4.762,0,9.524,0,4.762,0,0,4.762,0
14.286,4.762,4.762,9.524,0,4.762,4.762,0,4.762,4.762,14.286,4.762,4.762,4.762,9.524,4.762,4.762,0,0,0,0
0,4.762,4.762,9.524,0,14.286,0,0,0,0,4.762,4.762,0,14.286,4.762,4.762,14.286,0,19.048,0,0
4.762,4.762,9.524,0,0,0,0,0,4.762,0,14.286,4.762,9.524,4.762,14.286,9.524,9.524,0,9.524,0,0
4.762,4.762,4.762,0,0,4.762,4.762,0,0,4.762,14.286,0,9.524,4.762,23.81,0,9.524,0,0,9.524,0
4.762,4.762,4.762,4.762,9.524,0,0,4.762,4.762,4.762,4.762,4.762,0,14.286,9.524,0,4.762,0,14.286,4.762,0
4.762,4.762,4.762,0,0,4.762,9.524,0,4.762,0,4.762,4.762,0,9.524,19.048,14.286,4.762,0,4.762,4.762,0
4.762,4.762,9.524,23.81,4.762,4.762,0,0,0,0,9.524,0,0,0,9.524,4.762,14.286,4.762,4.762,0,0
4.762,4.762,4.762,14.286,4.762,9.524,4.762,4.762,14.286,4.762,4.762,0,4.762,0,9.524,4.762,0,0,4.762,0,0
4.762,4.762,4.762,9.524,4.762,0,0,0,14.286,0,9.524,4.762,14.286,0,0,4.762,4.762,0,14.286,4.762,0
9.524,4.762,9.524,0,14.286,4.762,4.762,4.762,9.524,0,14.286,4.762,0,4.762,0,0,0,0,9.524,4.762,0
4.762,4.762,14.286,0,4.762,0,0,0,0,0,14.286,9.524,9.524,0,14.286,0,9.524,4.762,9.524,0,0
9.524,4.762,0,4.762,14.286,4.762,0,0,4.762,0,14.286,0,9.524,0,9.524,0,19.048,0,4.762,0,0
9.524,4.762,0,0,9.524,0,0,0,9.524,0,19.048,19.048,4.762,0,9.524,0,9.524,0,4.762,0,0
4.762,4.762,19.048,0,9.524,0,9.524,0,23.81,0,0,0,4.762,14.286,9.524,0,0,0,0,0,0
9.524,4.762,4.762,9.524,0,4.762,0,4.762,9.524,0,9.524,0,4.762,9.524,4.762,4.762,0,0,19.048,0,0
0,4.762,4.762,4.762,14.286,0,14.286,4.762,14.286,0,4.762,0,0,0,4.762,4.762,19.048,0,0,4.762,0
19.048,4.762,0,4.762,14.286,0,9.524,0,0,4.762,4.762,4.762,4.762,0,4.762,0,9.524,0,14.286,0,0
14.286,9.524,9.524,9.524,0,4.762,9.524,9.524,14.286,0,9.524,0,0,0,0,0,4.762,0,4.762,0,0
14.286,4.762,9.524,9.524,9.524,14.286,4.762,0,0,0,0,4.762,0,4.762,4.762,0,0,0,9.524,9.524,0
4.762,4.762,0,4.762,0,0,4.762,0,4.762,0,23.81,0,4.762,0,0,4.762,14.286,4.762,19.048,4.762,0
4.762,4.762,0,0,0,14.286,4.762,0,0,0,9.524,14.286,9.524,9.524,0,9.524,9.524,4.762,4.762,0,0
14.286,4.762,9.524,4.762,4.762,9.524,0,0,19.048,4.762,9.524,0,4.762,0,0,4.762,0,0,9.524,0,0
0,4.762,9.524,0,4.762,9.524,4.762,0,0,9.524,14.286,4.762,9.524,4.762,4.762,4.762,14.286,0,0,0,0
4.762,14.286,4.762,9.524,4.762,0,4.762,0,9.524,0,4.762,0,0,14.286,9.524,9.524,0,0,0,9.524,0
0,14.286,4.762,14.286,4.762,0,0,0,0,0,4.762,0,0,19.048,19.048,9.524,4.762,0,0,4.762,0
0,14.286,9.524,4.762,4.762,4.762,0,0,0,0,0,0,0,19.048,19.048,9.524,9.524,0,0,4.762,0
4.762,4.762,0,9.524,4.762,4.762,4.762,9.524,4.762,9.524,9.524,0,0,4.762,4.762,4.762,4.762,0,14.286,0,0
14.286,4.762,9.524,0,4.762,0,4.762,4.762,0,0,19.048,4.762,9.524,9.524,9.524,0,4.762,0,0,0,0
4.762,4.762,9.524,0,0,0,14.286,0,14.286,0,4.762,4.762,4.762,9.524,0,0,0,0,19.048,9.524,0
4.762,4.762,4.762,14.286,14.286,4.762,4.762,0,9.524,0,4.762,4.762,0,4.762,4.762,4.762,0,0,14.286,0,0
4.762,4.762,0,9.524,14.286,0,4.762,0,4.762,4.762,9.524,0,4.762,4.762,0,9.524,9.524,0,14.286,0,0
9.524,9.524,4.762,0,4.762,0,4.762,0,14.286,0,14.286,14.286,4.762,0,9.524,0,0,0,9.524,0,0
14.286,4.762,4.762,0,14.286,0,4.762,0,4.762,0,9.524,4.762,9.524,0,9.524,0,4.762,4.762,9.524,0,0
